goal,gender,age,height_cm,weight_kg,bmi,diet_type,activity_level,equipment,frequency,region,persona
build_muscle,Female,33,158.2,57.0,22.8,eggetarian,light,dumbbells,3,indian,1
build_muscle,Male,38,191.3,57.2,15.6,jain,active,full_gym,4,indian,3
build_muscle,Female,18,159.2,45.5,18.0,standard,active,dumbbells,4,indian,1
stay_active,Female,23,158.7,51.3,20.4,vegetarian,moderate,dumbbells,4,indian,8
build_muscle,Male,56,186.9,83.4,23.9,vegan,moderate,no_equipment,5,indian,0
stay_active,Male,20,181.8,86.7,26.2,eggetarian,light,dumbbells,4,global,5
build_muscle,Male,61,177.5,64.0,20.3,jain,sedentary,no_equipment,3,indian,0
lose_weight,Female,57,155.7,57.4,23.7,standard,active,full_gym,6,indian,0
lose_weight,Male,26,177.9,73.3,23.2,standard,active,full_gym,3,western,0
build_muscle,Male,59,165.5,64.4,23.5,vegetarian,moderate,full_gym,4,indian,2
build_muscle,Other,50,167.2,55.7,19.9,standard,moderate,dumbbells,3,indian,1
stay_active,Female,28,166.7,48.4,17.4,standard,active,full_gym,4,indian,0
build_muscle,Female,25,175.8,53.3,17.2,vegetarian,moderate,no_equipment,4,indian,0
lose_weight,Female,40,163.8,57.3,21.4,standard,light,no_equipment,4,indian,8
stay_active,Male,27,180.1,77.2,23.8,standard,moderate,no_equipment,4,western,0
build_muscle,Male,23,163.1,68.1,25.6,vegetarian,light,full_gym,4,western,2
build_muscle,Female,41,160.1,58.0,22.6,standard,sedentary,dumbbells,5,global,1
lose_weight,Male,35,170.6,84.7,29.1,standard,active,no_equipment,4,indian,6
lose_weight,Female,60,166.0,56.6,20.5,standard,very_active,dumbbells,3,indian,8
improve_stamina,Female,51,162.4,69.8,26.5,vegetarian,moderate,full_gym,4,indian,7
lose_weight,Male,39,170.9,67.2,23.0,standard,active,no_equipment,3,western,0
lose_weight,Female,16,165.2,56.3,20.6,standard,light,no_equipment,5,global,8
stay_active,Other,53,171.9,76.3,25.8,standard,light,dumbbells,5,western,7
improve_stamina,Female,33,176.4,61.8,19.9,vegetarian,moderate,dumbbells,3,indian,0
improve_stamina,Male,59,173.3,59.9,19.9,eggetarian,active,dumbbells,3,indian,7
build_muscle,Male,48,183.4,54.8,16.3,vegetarian,moderate,full_gym,3,indian,2
lose_weight,Male,19,164.2,77.8,28.9,eggetarian,moderate,no_equipment,3,indian,6
build_muscle,Male,41,166.3,77.3,28.0,vegetarian,moderate,full_gym,4,indian,2
build_muscle,Female,25,168.3,46.6,16.5,jain,light,dumbbells,3,indian,1
improve_stamina,Male,42,178.4,70.9,22.3,eggetarian,moderate,no_equipment,4,western,7
lose_weight,Male,28,173.7,62.4,20.7,standard,moderate,dumbbells,4,western,1
build_muscle,Male,48,173.6,66.0,21.9,eggetarian,moderate,no_equipment,4,indian,0
stay_active,Male,25,164.4,72.0,26.6,vegetarian,sedentary,full_gym,4,indian,5
lose_weight,Male,39,180.1,68.7,21.2,standard,very_active,full_gym,3,western,0
build_muscle,Male,42,168.9,85.2,29.9,jain,moderate,dumbbells,3,indian,1
build_muscle,Male,46,180.7,55.7,17.1,vegetarian,light,no_equipment,5,indian,0
build_muscle,Male,38,170.1,87.4,30.2,vegetarian,sedentary,dumbbells,5,global,1
build_muscle,Male,41,172.9,71.7,24.0,standard,light,no_equipment,4,indian,0
improve_stamina,Male,35,179.4,53.9,16.7,standard,moderate,dumbbells,4,indian,0
lose_weight,Female,17,164.9,40.0,14.7,vegetarian,moderate,full_gym,3,global,0
improve_stamina,Female,30,164.1,41.0,15.2,vegetarian,moderate,dumbbells,4,indian,0
improve_stamina,Female,29,157.6,45.2,18.2,vegan,light,full_gym,3,indian,0
build_muscle,Male,21,176.0,62.9,20.3,vegetarian,moderate,full_gym,3,indian,2
lose_weight,Female,60,169.8,66.9,23.2,vegetarian,sedentary,full_gym,3,indian,0
improve_stamina,Male,31,176.0,66.2,21.4,standard,moderate,no_equipment,4,indian,0
improve_stamina,Male,40,184.0,85.6,25.3,eggetarian,moderate,dumbbells,4,western,7
lose_weight,Female,59,155.6,46.2,19.1,jain,sedentary,dumbbells,4,indian,8
improve_stamina,Male,34,174.1,61.6,20.3,eggetarian,moderate,dumbbells,3,global,0
build_muscle,Male,32,174.9,69.1,22.6,vegetarian,light,full_gym,3,indian,2
build_muscle,Female,57,162.7,40.9,15.5,eggetarian,sedentary,dumbbells,3,indian,1
build_muscle,Male,63,167.7,76.4,27.2,standard,light,dumbbells,4,western,1
lose_weight,Female,29,174.0,41.1,13.6,standard,moderate,dumbbells,3,global,8
build_muscle,Female,30,156.0,61.7,25.4,standard,sedentary,dumbbells,3,indian,1
stay_active,Female,22,170.4,57.7,19.9,vegan,light,full_gym,3,indian,5
build_muscle,Female,41,164.2,62.0,23.0,vegetarian,active,full_gym,4,indian,0
build_muscle,Male,31,166.4,54.3,19.6,standard,active,no_equipment,4,western,0
improve_stamina,Male,29,183.5,70.8,21.0,vegetarian,active,no_equipment,5,global,0
improve_stamina,Female,45,148.1,59.2,27.0,vegetarian,moderate,full_gym,5,western,7
improve_stamina,Male,33,174.3,77.1,25.4,jain,moderate,dumbbells,4,indian,0
stay_active,Male,49,167.8,87.1,30.9,vegetarian,light,dumbbells,5,indian,7
lose_weight,Male,29,175.8,51.5,16.7,jain,light,dumbbells,3,global,1
stay_active,Male,51,180.1,85.4,26.3,standard,moderate,no_equipment,5,global,7
lose_weight,Female,21,151.0,42.9,18.8,standard,light,full_gym,4,indian,0
lose_weight,Male,41,174.8,79.4,26.0,vegetarian,very_active,dumbbells,4,indian,1
build_muscle,Male,55,165.5,56.7,20.7,eggetarian,sedentary,full_gym,4,western,2
lose_weight,Other,29,162.8,70.1,26.4,standard,light,no_equipment,5,global,0
build_muscle,Male,38,184.4,82.3,24.2,vegetarian,moderate,full_gym,4,indian,2
build_muscle,Male,35,178.9,42.1,13.2,eggetarian,sedentary,dumbbells,4,indian,1
improve_stamina,Male,49,179.3,66.5,20.7,vegetarian,active,dumbbells,4,global,7
lose_weight,Male,23,180.5,51.0,15.7,eggetarian,moderate,full_gym,3,indian,0
build_muscle,Male,26,179.4,71.8,22.3,vegetarian,moderate,no_equipment,4,indian,0
lose_weight,Female,45,171.5,43.7,14.9,vegan,active,full_gym,3,indian,0
stay_active,Female,62,159.5,65.2,25.6,eggetarian,light,full_gym,3,indian,7
lose_weight,Male,34,174.8,89.0,29.1,standard,moderate,dumbbells,4,indian,6
improve_stamina,Female,57,173.7,59.0,19.6,vegetarian,moderate,full_gym,3,indian,7
build_muscle,Female,28,162.8,67.1,25.3,vegetarian,moderate,full_gym,4,global,2
stay_active,Female,41,156.5,62.6,25.6,vegetarian,very_active,full_gym,3,indian,7
build_muscle,Female,34,160.2,56.9,22.2,standard,active,full_gym,5,indian,3
build_muscle,Male,35,166.9,66.7,23.9,vegetarian,sedentary,dumbbells,5,indian,1
improve_stamina,Female,50,167.7,74.9,26.6,eggetarian,light,no_equipment,5,indian,7
stay_active,Female,17,162.1,66.3,25.2,standard,very_active,no_equipment,3,indian,8
improve_stamina,Female,32,169.4,70.3,24.5,vegetarian,moderate,full_gym,5,indian,0
build_muscle,Male,19,173.7,40.0,13.3,eggetarian,light,full_gym,4,indian,2
lose_weight,Female,62,161.1,46.2,17.8,standard,moderate,full_gym,5,indian,0
improve_stamina,Female,28,159.8,75.9,29.7,jain,very_active,no_equipment,5,western,0
stay_active,Female,34,167.1,53.2,19.1,standard,very_active,no_equipment,4,indian,8
lose_weight,Female,45,170.5,46.0,15.8,standard,light,no_equipment,5,western,8
stay_active,Male,26,159.8,75.0,29.4,vegetarian,light,full_gym,3,indian,5
improve_stamina,Male,26,168.4,58.0,20.5,vegan,moderate,dumbbells,4,indian,0
lose_weight,Male,29,168.4,71.9,25.4,standard,light,dumbbells,3,indian,1
stay_active,Male,19,169.8,69.0,23.9,standard,light,no_equipment,3,indian,5
lose_weight,Other,52,168.2,63.8,22.6,standard,active,no_equipment,4,indian,0
build_muscle,Female,63,165.7,65.7,23.9,standard,active,full_gym,4,global,0
stay_active,Male,28,173.2,54.0,18.0,standard,very_active,dumbbells,4,western,0
build_muscle,Male,47,167.5,58.7,20.9,eggetarian,moderate,dumbbells,5,indian,1
lose_weight,Female,31,157.6,46.4,18.7,standard,light,no_equipment,5,indian,8
build_muscle,Female,29,157.7,61.8,24.8,standard,moderate,dumbbells,5,global,1
build_muscle,Female,24,163.7,55.7,20.8,eggetarian,light,full_gym,6,western,2
stay_active,Male,31,170.8,54.7,18.8,vegetarian,active,full_gym,6,indian,0
lose_weight,Male,19,173.7,82.3,27.3,standard,light,full_gym,5,western,6
lose_weight,Male,58,178.5,54.5,17.1,standard,sedentary,dumbbells,4,indian,1
build_muscle,Male,53,172.6,68.6,23.0,eggetarian,light,full_gym,4,indian,2
lose_weight,Male,41,179.3,53.4,16.6,standard,active,full_gym,3,indian,0
build_muscle,Female,20,149.2,55.3,24.8,vegan,light,no_equipment,3,global,0
build_muscle,Female,16,150.6,51.3,22.6,vegetarian,very_active,no_equipment,4,western,0
build_muscle,Female,31,153.1,69.8,29.8,eggetarian,very_active,full_gym,4,western,3
improve_stamina,Male,20,163.9,85.7,31.9,vegetarian,moderate,full_gym,5,indian,0
build_muscle,Male,47,166.4,64.6,23.3,standard,very_active,dumbbells,6,indian,1
build_muscle,Other,22,160.4,64.1,24.9,standard,light,dumbbells,3,western,1
lose_weight,Female,58,163.8,58.7,21.9,vegan,active,no_equipment,4,western,8
stay_active,Female,18,158.4,59.8,23.8,standard,sedentary,no_equipment,4,global,8
build_muscle,Male,22,182.5,66.2,19.9,standard,moderate,no_equipment,4,indian,0
build_muscle,Female,59,158.5,75.0,29.9,standard,active,dumbbells,6,indian,1
improve_stamina,Female,42,167.1,44.7,16.0,eggetarian,active,no_equipment,5,western,7
lose_weight,Male,24,167.6,82.8,29.5,standard,moderate,no_equipment,3,indian,6
lose_weight,Female,19,153.0,60.0,25.6,standard,sedentary,no_equipment,4,indian,8
stay_active,Female,19,162.9,61.4,23.1,standard,active,no_equipment,3,indian,8
improve_stamina,Female,28,159.5,62.3,24.5,eggetarian,very_active,dumbbells,5,global,0
stay_active,Male,31,166.2,87.0,31.5,standard,moderate,no_equipment,3,indian,0
build_muscle,Female,25,164.9,64.4,23.7,standard,light,dumbbells,3,indian,1
improve_stamina,Other,23,172.6,66.0,22.2,eggetarian,active,dumbbells,5,global,0
lose_weight,Male,29,159.9,59.2,23.2,vegetarian,moderate,dumbbells,3,western,1
lose_weight,Male,21,163.1,95.1,35.7,standard,active,dumbbells,4,indian,6
build_muscle,Female,56,168.7,63.7,22.4,vegan,active,full_gym,6,indian,0
lose_weight,Female,39,167.6,62.7,22.3,vegetarian,active,no_equipment,4,indian,8
stay_active,Female,17,154.8,49.0,20.4,vegetarian,active,no_equipment,4,indian,8
stay_active,Female,43,163.2,77.4,29.1,vegetarian,moderate,no_equipment,5,indian,7
improve_stamina,Male,19,173.0,77.0,25.7,eggetarian,very_active,full_gym,5,indian,4
build_muscle,Male,40,166.5,71.6,25.8,vegetarian,active,dumbbells,4,indian,1
build_muscle,Male,61,172.7,56.5,18.9,vegetarian,light,no_equipment,3,indian,0
lose_weight,Female,34,156.7,42.9,17.5,eggetarian,moderate,full_gym,4,western,0
lose_weight,Male,19,174.7,66.5,21.8,vegetarian,active,no_equipment,4,western,0
lose_weight,Male,51,163.3,48.9,18.3,eggetarian,active,full_gym,4,western,0
lose_weight,Male,32,170.8,77.7,26.6,standard,active,dumbbells,4,global,1
lose_weight,Male,26,183.7,78.9,23.4,vegetarian,sedentary,dumbbells,3,indian,1
build_muscle,Male,59,176.5,74.1,23.8,standard,light,full_gym,4,global,2
lose_weight,Male,28,162.7,56.3,21.3,vegetarian,moderate,dumbbells,3,western,1
build_muscle,Male,36,181.8,70.4,21.3,eggetarian,moderate,no_equipment,4,indian,0
stay_active,Female,42,165.7,45.2,16.5,vegetarian,moderate,full_gym,4,indian,7
lose_weight,Female,25,155.1,64.2,26.7,standard,light,no_equipment,3,western,8
improve_stamina,Female,50,159.1,70.8,28.0,vegetarian,moderate,full_gym,3,western,7
lose_weight,Male,21,163.1,58.9,22.1,jain,light,full_gym,5,global,0
stay_active,Female,42,168.8,62.4,21.9,vegetarian,moderate,full_gym,6,western,7
build_muscle,Male,20,168.6,62.0,21.8,vegetarian,light,no_equipment,5,global,0
stay_active,Male,22,183.1,79.5,23.7,vegan,active,no_equipment,3,indian,0
lose_weight,Female,37,158.7,59.7,23.7,jain,light,no_equipment,6,global,8
lose_weight,Male,47,184.7,80.8,23.7,standard,light,full_gym,5,indian,0
lose_weight,Male,38,182.8,78.9,23.6,eggetarian,moderate,no_equipment,4,indian,0
lose_weight,Female,44,152.7,61.0,26.2,vegetarian,active,full_gym,3,indian,0
lose_weight,Male,58,158.6,78.8,31.3,standard,moderate,full_gym,6,indian,6
improve_stamina,Male,42,173.5,72.5,24.1,jain,moderate,dumbbells,5,western,7
build_muscle,Male,21,177.9,62.9,19.9,vegetarian,active,dumbbells,5,indian,1
lose_weight,Male,29,169.7,77.8,27.0,standard,moderate,dumbbells,3,indian,6
build_muscle,Male,18,156.7,75.4,30.7,eggetarian,sedentary,no_equipment,3,indian,0
lose_weight,Female,37,145.5,57.1,27.0,standard,moderate,no_equipment,5,indian,8
build_muscle,Male,34,172.1,52.6,17.8,standard,very_active,dumbbells,5,indian,1
lose_weight,Female,30,163.4,55.7,20.9,eggetarian,moderate,full_gym,4,western,0
lose_weight,Male,33,180.7,81.9,25.1,vegetarian,moderate,no_equipment,4,western,0
stay_active,Male,32,186.1,80.0,23.1,vegan,active,no_equipment,4,western,0
build_muscle,Male,16,178.7,84.2,26.4,eggetarian,active,full_gym,6,indian,3
lose_weight,Female,41,164.9,64.6,23.8,standard,light,full_gym,5,indian,0
build_muscle,Female,51,158.9,56.6,22.4,eggetarian,active,dumbbells,3,indian,1
improve_stamina,Female,41,153.9,55.8,23.6,standard,light,full_gym,6,western,7
improve_stamina,Female,28,153.2,61.0,26.0,standard,moderate,dumbbells,4,indian,0
lose_weight,Female,32,167.7,73.5,26.1,vegetarian,moderate,full_gym,5,indian,0
build_muscle,Male,28,182.1,94.4,28.5,standard,light,dumbbells,3,indian,1
lose_weight,Male,36,161.4,61.1,23.5,standard,moderate,no_equipment,5,indian,0
lose_weight,Female,20,165.2,60.9,22.3,standard,light,no_equipment,4,indian,8
improve_stamina,Male,30,178.8,52.0,16.3,vegetarian,moderate,dumbbells,5,indian,0
lose_weight,Other,31,169.6,71.7,24.9,vegan,light,dumbbells,3,indian,1
stay_active,Female,27,162.3,51.8,19.7,eggetarian,active,no_equipment,6,global,8
improve_stamina,Male,36,158.4,98.3,39.2,standard,moderate,no_equipment,4,western,0
build_muscle,Male,30,162.5,77.3,29.3,vegan,active,no_equipment,5,indian,0
stay_active,Male,35,173.9,96.7,32.0,vegetarian,active,dumbbells,3,indian,0
build_muscle,Male,50,161.6,73.8,28.3,eggetarian,sedentary,no_equipment,5,indian,0
build_muscle,Male,29,193.7,55.4,14.8,eggetarian,active,full_gym,4,indian,3
lose_weight,Other,16,155.5,57.9,23.9,vegetarian,light,full_gym,4,indian,0
improve_stamina,Male,35,177.5,61.5,19.5,standard,light,full_gym,3,indian,0
lose_weight,Female,26,164.9,54.9,20.2,jain,moderate,no_equipment,5,global,8
stay_active,Male,44,186.7,67.2,19.3,standard,light,dumbbells,6,indian,7
stay_active,Female,16,166.3,75.2,27.2,eggetarian,sedentary,no_equipment,6,indian,8
lose_weight,Female,44,153.5,66.0,28.0,vegetarian,light,full_gym,4,indian,6
improve_stamina,Male,60,196.9,77.3,19.9,vegetarian,very_active,no_equipment,5,indian,7
stay_active,Female,53,156.6,40.8,16.6,standard,active,no_equipment,6,indian,7
build_muscle,Female,21,156.5,41.1,16.8,standard,active,no_equipment,5,indian,0
lose_weight,Female,25,166.6,83.3,30.0,standard,sedentary,no_equipment,3,indian,6
build_muscle,Female,28,154.9,53.9,22.5,standard,moderate,full_gym,4,indian,2
build_muscle,Female,26,162.4,61.4,23.3,eggetarian,moderate,dumbbells,3,indian,1
build_muscle,Female,54,150.0,74.9,33.3,vegan,moderate,dumbbells,5,global,1
build_muscle,Female,17,158.4,70.4,28.1,eggetarian,very_active,full_gym,3,western,3
build_muscle,Male,56,177.4,59.1,18.8,vegan,moderate,no_equipment,5,indian,0
build_muscle,Male,64,187.0,81.7,23.4,vegan,active,full_gym,6,indian,0
improve_stamina,Female,49,155.7,40.0,16.5,standard,light,dumbbells,3,global,7
build_muscle,Male,26,169.5,83.5,29.1,jain,active,full_gym,3,indian,3
build_muscle,Male,17,154.0,72.1,30.4,standard,moderate,dumbbells,3,indian,1
build_muscle,Female,51,163.7,65.7,24.5,standard,sedentary,full_gym,3,indian,2
build_muscle,Male,25,168.1,83.9,29.7,standard,moderate,full_gym,4,western,2
lose_weight,Male,42,171.8,69.5,23.5,standard,light,dumbbells,4,global,1
improve_stamina,Male,62,175.6,74.3,24.1,vegan,active,dumbbells,4,global,7
stay_active,Male,17,177.3,93.0,29.6,standard,moderate,no_equipment,6,indian,0
lose_weight,Female,20,168.9,41.6,14.6,vegetarian,light,full_gym,3,indian,0
lose_weight,Female,58,162.6,59.8,22.6,eggetarian,moderate,dumbbells,4,indian,8
build_muscle,Female,29,164.9,71.3,26.2,standard,very_active,full_gym,3,western,3
lose_weight,Male,18,194.7,90.6,23.9,standard,very_active,no_equipment,3,global,0
build_muscle,Male,41,176.3,50.6,16.3,eggetarian,moderate,dumbbells,6,global,1
build_muscle,Male,52,185.0,48.1,14.1,vegetarian,light,dumbbells,4,indian,1
improve_stamina,Female,62,159.9,78.1,30.5,vegetarian,sedentary,dumbbells,3,western,7
lose_weight,Other,29,150.5,45.7,20.2,jain,moderate,no_equipment,5,indian,0
lose_weight,Other,30,161.7,67.3,25.7,jain,moderate,full_gym,4,global,0
lose_weight,Other,32,178.9,67.8,21.2,eggetarian,moderate,full_gym,3,western,0
improve_stamina,Male,49,159.7,73.0,28.6,vegan,very_active,dumbbells,4,indian,7
build_muscle,Female,17,164.6,55.1,20.3,eggetarian,light,full_gym,5,western,2
lose_weight,Male,57,189.4,78.8,22.0,vegetarian,active,no_equipment,5,indian,0
build_muscle,Female,63,155.5,54.8,22.7,standard,moderate,no_equipment,4,indian,0
lose_weight,Male,16,182.3,100.7,30.3,vegetarian,active,no_equipment,5,western,6
lose_weight,Male,30,188.0,72.8,20.6,eggetarian,moderate,dumbbells,3,indian,1
lose_weight,Male,33,180.2,84.7,26.1,vegetarian,sedentary,dumbbells,5,indian,1
build_muscle,Female,63,153.7,61.5,26.0,standard,moderate,full_gym,4,western,2
build_muscle,Female,53,165.3,53.8,19.7,standard,very_active,full_gym,4,western,0
build_muscle,Male,31,174.7,53.1,17.4,standard,moderate,no_equipment,3,indian,0
lose_weight,Male,28,167.5,54.8,19.5,vegetarian,very_active,no_equipment,5,indian,0
build_muscle,Male,28,173.1,81.6,27.2,vegetarian,sedentary,full_gym,4,indian,2
lose_weight,Male,29,175.8,61.1,19.8,vegetarian,sedentary,full_gym,3,western,0
build_muscle,Female,24,156.3,52.3,21.4,vegetarian,moderate,no_equipment,5,indian,0
build_muscle,Male,19,177.2,59.9,19.1,vegetarian,moderate,full_gym,4,indian,2
build_muscle,Male,20,158.8,78.9,31.3,standard,active,full_gym,4,western,3
lose_weight,Female,64,169.5,49.8,17.3,vegetarian,active,full_gym,3,western,0
improve_stamina,Male,25,182.9,73.8,22.1,vegan,sedentary,no_equipment,3,indian,0
build_muscle,Male,29,184.0,78.8,23.3,vegetarian,light,dumbbells,4,indian,1
improve_stamina,Female,57,149.8,56.0,25.0,vegan,moderate,full_gym,3,indian,7
improve_stamina,Male,22,164.8,68.3,25.1,vegetarian,light,no_equipment,4,indian,0
stay_active,Female,49,152.8,59.6,25.5,standard,light,dumbbells,6,indian,7
lose_weight,Female,18,162.7,52.4,19.8,standard,sedentary,dumbbells,3,western,8
build_muscle,Female,61,167.6,70.0,24.9,eggetarian,light,dumbbells,5,indian,1
lose_weight,Female,35,168.0,50.0,17.7,eggetarian,very_active,full_gym,3,indian,0
improve_stamina,Female,53,161.1,49.2,19.0,standard,light,full_gym,5,western,7
improve_stamina,Female,22,162.3,57.6,21.9,vegetarian,active,full_gym,4,indian,0
build_muscle,Female,61,167.7,64.8,23.0,standard,light,full_gym,4,indian,2
lose_weight,Other,33,169.6,79.8,27.7,vegetarian,very_active,no_equipment,5,indian,6
build_muscle,Male,30,174.1,85.3,28.1,jain,sedentary,no_equipment,3,western,0
stay_active,Female,55,150.3,57.9,25.6,standard,very_active,no_equipment,3,indian,7
lose_weight,Male,17,162.0,71.7,27.3,standard,moderate,dumbbells,3,indian,6
build_muscle,Female,41,153.9,54.7,23.1,eggetarian,moderate,no_equipment,3,global,0
lose_weight,Female,28,165.2,54.5,20.0,vegetarian,active,dumbbells,3,indian,8
improve_stamina,Female,34,162.6,72.5,27.4,eggetarian,moderate,dumbbells,4,western,0
build_muscle,Male,51,169.7,57.6,20.0,standard,moderate,full_gym,4,global,2
build_muscle,Female,44,153.5,61.0,25.9,standard,very_active,no_equipment,3,indian,0
build_muscle,Female,17,162.6,54.9,20.8,standard,moderate,no_equipment,3,global,0
improve_stamina,Male,18,169.5,50.9,17.7,standard,moderate,dumbbells,4,indian,0
build_muscle,Male,16,173.3,73.0,24.3,vegetarian,active,dumbbells,5,indian,1
lose_weight,Female,51,162.3,68.3,25.9,standard,light,dumbbells,3,global,8
lose_weight,Female,17,170.9,61.3,21.0,vegetarian,moderate,no_equipment,4,global,8
improve_stamina,Male,35,180.3,67.0,20.6,standard,active,no_equipment,3,western,0
lose_weight,Male,34,170.4,74.2,25.6,vegetarian,light,no_equipment,3,western,0
improve_stamina,Female,23,166.3,44.3,16.0,standard,active,dumbbells,6,indian,0
build_muscle,Other,32,167.5,72.4,25.8,jain,active,dumbbells,4,western,1
build_muscle,Female,16,168.3,60.7,21.4,jain,active,full_gym,5,global,3
